Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Programming Foundations: Databases,"Once you get beyond basic programming, you'll need a database. Databases provide a consistent, organized structure for storing and retrieving large amounts of data. They allow programmers to build more complex applications that can take orders, process payments, make recommendations, authenticate users, and more. This course provides the foundation you need to get started in database programming. Explore the terminology: normal forms, ACID and CRUD, referential integrity, transactions, records, and tables. Learn what role keys and unique values play in a relational model. Discover how to design the best system to contain your data, starting with the tables and relationships at the core of your database. Find out how to write queries to extract the data you need, and how to juggle the different demands of storage, access, performance, and security. Instructor Scott Simpson provides practical examples and clear explanations that will help you design databases that can withstand the needs of your applications, your data, and your users.",Course,2021-12-27 13:04 UTC,2021-12-27 13:04 UTC,false,N/A,
Introducción al diseño de ecosistemas,"Un ecosistema de software agrupa un conjunto de programas, aplicaciones web o apps móviles independientes y las hace trabajar en conjunto para conquistar más segmentos de mercado o complementar productos y servicios entre sí. Un ecosistema de software puede convertirse en la mejor herramienta para escalar un negocio, mientras se reducen los costos drásticamente gracias a exprimir al máximo la infraestructura tecnológica.

En este curso, vamos a abordar la arquitectura general de un ecosistema, los posibles riesgos que puedes encontrar en el proceso, y los detalles concretos que necesitas para crear una infraestructura tecnológica que sostenga todo tu ecosistema de software.",Course,2021-04-28 04:02 UTC,2021-04-28 04:01 UTC,false,N/A,
.NET 8 esencial,"Este curso está diseñado para especialistas con conocimientos previos en .NET y C# que deseen aprovechar al máximo las nuevas características de .NET 8. Aprenderás a utilizar esta plataforma de desarrollo de manera efectiva, explorando sus herramientas y las razones que hacen que .NET 8 sea tan relevante en la historia de esta tecnología. Desde una introducción a .NET 8 hasta las mejoras en C# 12, este curso te proporcionará una visión completa y práctica de las características más destacadas de esta plataforma.",Course,2026-01-06 21:15 UTC,2026-01-06 21:14 UTC,false,N/A,
Diseño gráfico: Trucos de diseño de logos,"Para crear un logo excelente, no tienes que ser artista o diseñador. Los mejores logos consisten simplemente en una palabra o una forma. Sin embargo, también puede cumplirse la afirmación contraria: diseñar un logo puede ser muy complicado, porque es fácil darle demasiadas vueltas. John McWade plantea el diseño de logos desde una perspectiva distinta y dirige este curso tanto a diseñadores como a no diseñadores, a los que ofrece trucos y consejos para crear logos simples y vistosos que emitan el mensaje con el mínimo esfuerzo. Después de todo, los logos más emblemáticos, como los de Apple, Nike y Disney, son de lo más elemental. Aprende a aplicar a tu diseño los principios de estas marcas.",Course,2021-05-12 12:28 UTC,N/A,false,N/A,
Cómo negociar tu salario,"Negociar tu salario por otro más atractivo y competitivo debería ser una tarea fascinante que todos quisiéramos realizar. Poder mejorar la oferta que nos hacen no es tan aterrador como parece, es cuestión de prepararse y seguir unas fases y recomendaciones que te permitan resaltar tus fortalezas y lograr un acuerdo que las recompense en su justa medida. Gracias a este curso sabrás dónde poner el foco y evitarás distracciones para conseguir que la negociación sea un éxito, tanto para ti como para tu empleador.",Course,2020-12-15 20:53 UTC,N/A,false,N/A,
DesignOps: Habilidades personales esencial,"Aprende las habilidades que necesitas para manejarte dentro del mundo interdisciplinario de las DesingOps, y aprovecha las oportunidades de crecimiento y desarrollo que ofrece. Conoce, gracias a este curso, las herramientas, procesos, habilidades personales y estrategias que se utilizan en DesingOps para crear una mayor eficiencia.",Course,2021-06-09 13:19 UTC,N/A,false,N/A,
Robot Framework Test Automation: Level 1 (Selenium) (2018),"Get a comprehensive introduction to Robot Framework, a free, open source, keyword-driven test automation framework. In this course, instructor Bryan Lamb helps you discover how you can use this easy and powerful test automation tool to automate software tests quickly and easily. After a detailed installation section, Bryan shows you how to create your very first Robot Framework script in just minutes, and then demonstrates several options for running it, including via PyCharm, Windows command line, and the Jenkins CI platform. He then walks you through the process of how to make your script more readable by incorporating variables, custom keywords, and page objects. Finally, he provides hands-on walkthroughs of several of the most popular Robot Framework libraries.",Course,2021-05-01 22:45 UTC,2021-05-01 22:44 UTC,false,N/A,
Desarrollo Android: Test de código esencial,"En este contenido formativo descubrirás la importancia que tienen los tests para mantener la calidad de tu código y poder ser ágil desarrollando nuevas funcionalidades en tus aplicaciones. Conocerás los tipos de tests que se pueden desarrollar en Android, desde los más sencillos hasta otros más complejos, y tanto ejecutados desde el ordenador como en un emulador. También recibirás una instrucción en las herramientas más usadas para la implementación de tests en Android, como son JUnit, Mockito, Hamcrest, Truth o Espresso.",Course,2022-04-13 03:02 UTC,N/A,true,N/A,
Power BI esencial (2020),"Adquiere los conocimientos necesarios para poder crear informes y cuadros de mando con Power BI. Este contenido formativo te guiará, paso a paso, por el uso de la herramienta Microsoft Power BI Desktop y sus entornos de trabajo. Aprenderás a realizar tareas de modelado de datos, visualización y consultas, así como a usar el Servicio Power BI para, desde allí, crear cuadros de mando, compartir elementos y realizar tareas de administración. Todo explicado desde un nivel principiante y sin necesidad de conocimientos previos.",Course,2021-08-19 16:47 UTC,N/A,false,N/A,
Plantilla: Cuadro de mando simple con Excel,"Aprende a utilizar tu propio cuadro de mando simple en Excel de forma fácil y paso a paso. En ese curso, aprenderás a sacar el máximo partido a una plantilla que reporta la representación gráfica en tu hoja de cálculo de las principales métricas que intervienen en la consecución de los objetivos de tu negocio. Al acabar, contarás con una herramienta fiel y eficaz que te permitirá analizar y realizar un seguimiento de la actividad y resultados de tu empresa con solo pulsar un botón. ¡Adelante!",Course,2021-07-21 12:07 UTC,N/A,false,N/A,
PHP avanzado,"Amplía y expande tus habilidades con el lenguaje de programación PHP dominando las últimas técnicas, frameworks, sintaxis y herramientas que se utilizan en el mercado laboral actual. Durante el contenido repasarás conceptos sobre frameworks, testing, IDE avanzados, namespaces, benchmarks, patrones de diseño, cacheo y muchísimos otros apuntes que te aportarán soltura con el lenguaje.",Course,2023-02-09 16:13 UTC,N/A,false,N/A,
Excel para principiantes: Cuadros de mando con fuente de datos externa (365/2019),"Crea un cuadro de mando en Excel que tome los datos de una fuente de datos externa y los introduzca en la hoja de cálculo. Gracias a este curso, aprenderás a convertir los datos en información y podrás hacer un seguimiento de la actividad de tu empresa y de sus objetivos. Descubre las relaciones entre las tablas a analizar, cómo crear las tablas y gráficos dinámicos que muestren toda la información y aplica las fórmulas que te ayudarán a obtener los principales indicadores o KPI necesarios para realizar un seguimiento de la actividad de tu empresa. También descubrirás cómo usar segmentadores y líneas de tiempo, que harán más rápido y dinámico el análisis, entre otros conceptos clave.",Course,2020-10-19 21:22 UTC,N/A,false,N/A,
Desarrollo Android: Arquitectura esencial,"Conoce los conceptos básicos de la arquitectura de aplicaciones Android y sus prácticas más recomendadas. Comenzarás por sacar gran parte de las responsabilidades de las que solemos cargar a las Activities y aprenderás a conocer mejor sus ciclos de vida. Continuarás explorando la clase ViewModel, uno de los componentes de arquitectura más importantes y que se encarga de la lógica de los datos que muestran tus vistas. Verás también a la capa modelo, que sirve para obtener y manipular la información, para después aprender a consumir una API REST con una de las librerías más usadas en Android, Retrofit, y pasar a crear bases de datos mediante Room, entre otros conceptos.",Course,N/A,N/A,true,N/A,
C#: Design Patterns Part 2,"Design patterns in C# can save you a lot of time, as you don’t have to recreate code that has already been proven. In this course, instructor Richard Goforth explains what design patterns are and how you can recognize and implement five C# patterns: Observer, Builder, Command, Proxy, and Chain of Responsibility. For each pattern, Richard gives a definition, at least one example of how to implement or use it, any other explanations you may need, and a practice challenge. He concludes with some suggestions on where to continue your education in C# application design with patterns.",Course,2025-10-21 18:53 UTC,2025-10-21 18:52 UTC,false,N/A,
API Testing Foundations,"The ability to quickly and effectively test APIs is a critical skill for software testers and QA engineers. In this intermediate-level course, instructor Dave Westerveld covers the basics of API testing, sharing how to work with several industry-standard tools for testing APIs at scale in an organization. After providing a primer on web services and important API terminology, Dave shows how to use Postman for some basic API exploration. He then goes over some basic approaches and methodologies used in testing GET, POST, PUT, and DELETE requests; discusses some of the details of performance and security testing; and more.",Course,2024-08-16 03:26 UTC,N/A,false,N/A,
Integrating AI into the Product Architecture,"<p>This course equips developers, machine learning engineers, and AI engineers with the essential knowledge and practical skills to seamlessly integrate AI models into product architectures. Explore effective collaboration techniques with data science teams, best practices for comprehensive model testing and validation, and proven architectural patterns for scaling and deploying AI-powered applications. The course also covers crucial UX/UI considerations to build trustworthy, interpretable, and ethical AI-infused products.</p></p>This course is part of the learning path <a href=""https://www.linkedin.com/learning/paths/building-ai-products-implementing-responsible-ai-professional-certificate-by-linkedin-learning?u=104"" target=""_blank"">Building AI Products: Implementing Responsible AI Professional Certificate by LinkedIn Learning</a>. Complete all courses and pass the final exam to earn a Professional Certificate you can add to your LinkedIn profile.</p>",Course,2026-07-03 14:15 UTC,N/A,false,N/A,
Java Threads Demystified by Pearson,"<p>Modern computer architectures rely on multiple ultrafast cores, which can only be fully utilized by multithreaded programs. To write such programs, you need to know how threads work, how to prevent race conditions, how to get thread cooperation, and what Java platform utilities are built on top of threads, like executors and thread-safe collections. In this course, discover how to leverage the Java threading model effectively by learning about the main features: synchronization, interrupts, intrinsic locks, and explicit locks. Explore Java threads and virtual threads introduced in Java 21. Learn how to write multithreaded code that avoids thread-safety issues and performance pitfalls. </p><p>Note: This course was created by Pearson and Maurice Naftalin. We are pleased to host this content in our library. </p>",Course,2026-06-08 19:26 UTC,N/A,false,N/A,
A Start to Using Generative AI in .NET,"Until quite recently, generative AI has mostly been done by Python developers because Python is the main language used for AI research. However, with the increasing maturity of AI models and services, it’s time for .NET developers to integrate generative AI into real-world applications—from desktop to the web. Learn the fundamental skills required for configuring OpenAI and Azure OpenAI and creating a fully functioning chat bot. Along the way, instructor András Velvárt demonstrates practical coding tips and best practices for moderation and safety.",Course,2026-02-03 16:52 UTC,N/A,false,N/A,
How to Fix Bad Agile,"More than 80% of software products are delivered using an agile mindset, but the reality is that there is a lot of bad agile. Many agile coaches will tell you that bad agile is only good agile unoptimized, so this course walks you through five ways to optimize your agile team and enhance key processes. This course shows you how to keep standups, retrospectives, and product reviews productive, as well as how to keep the processes stable while allowing room for improvement. Next, it offers tips to improve your estimation and planning, while staying focused on the purpose behind the user stories. This course teaches you how to engage product owners, democratize scrum masters, and transition successfully to a cross-functional team. It also explains how to appease milestone managers and make sure that the product owner maintains ownership of the product. Finally, this course covers how to collaborate with the rest of the organization and keep your team together.",Course,2021-05-16 02:53 UTC,N/A,false,N/A,
Building Software Test Plans Using AI,"In this course, discover how to use AI as a practical tool for building software test plans. Instructor Mike Fine introduces the basics of working with AI to generate and shape the key components of a test plan, showing how simple inputs like your existing documents can be transformed into structured, useful outputs. Learn how AI can help expand test coverage, improve efficiency, and identify potential issues earlier in the process, while also exploring best practices, common challenges, and the opportunities AI creates for smarter, faster plan building.",Course,2026-06-25 11:55 UTC,N/A,false,N/A,
Selenium Essential Training,"<p>Take your Selenium framework skills to the next level. In this course, Meaghan Lewis takes you past the basics covered in Learning Selenium, on to intermediate and advanced options. First, Meaghan reviews the fundamentals and shows you how to get the most out of WebDriver. Next, she takes you into the mechanics of advanced locators and interacting with components. Then she shares how to overcome common synchronization issues. She wraps up by covering workflows and integrations. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/lambdatest-test-automation-professional-certificate"" target=""_blank"">Professional Certificate</a> from LambdaTest.</p>",Course,2026-03-17 15:58 UTC,2021-04-27 03:59 UTC,false,N/A,
Robotic Process Automation: Tech Primer,"Robotic process automation (RPA) is a powerful way to develop software-based robots to automate repetitive and manual tasks. To get started in RPA, it's important to master a broad base of business and technical skills. In this course, instructor Bryan Lamb
 reviews these core skills, including flowchart fundamentals, file system basics, and important programming concepts. Learn how to build detailed flowcharts to document enterprise processes spanning multiple technologies, including email, documents, databases, websites, mainframes, and APIs. Discover how to navigate the Windows file system from top to bottom, in order to read and write data from text, PDF, spreadsheet, database, and other files. Explore the structure and programming behind websites and learn how to select and manipulate individual web elements. Explore programming concepts and database basics, and test your learning with a challenge at the end of the course.",Course,2026-07-01 12:45 UTC,N/A,false,N/A,
Navegar el cambio en tiempos difíciles,"La incertidumbre y los cambios nos llegan a todos. A veces son cuestiones personales y, otras, auténticos eventos globales como la COVID-19. En este contenido encontrarás apoyo para saber cómo reaccionar ante estos eventos y aprovecharlos como motor de transformación. Explorarás, paso a paso, nuestra relación como especie con la incertidumbre y los grandes cambios, cómo la estabilidad es estadística e históricamente anecdótica y cuáles son las 3 capacidades clave que hemos desarrollado, y tú necesitas poner a trabajar ahora, para sobrevivir y mejorar en etapas de incertidumbre.",Course,2021-03-30 13:09 UTC,N/A,false,N/A,
Cuarta revolución Industrial: Data science,"La ciencia de datos será uno de los pilares fundamentales para el desarrollo competitivo de, prácticamente, cualquier tipo de industria durante los próximos años. La incorporación masiva de datos procedentes de usuarios, procesos de fabricación o medio ambiente representan toda una serie de retos, tanto técnicos como éticos, que hay que saber afrontar de manera solvente. En este curso hablaremos sobre los fundamentos de la ciencia de datos, su base y procedimientos, así como de los riesgos que representa cuando se cae en sesgos y malas interpretaciones. Aprenderás cómo corregir dichos errores y cuáles son las buenas prácticas para la puesta en marcha de cualquier proyecto basado en datos.",Course,2022-01-13 22:00 UTC,N/A,false,N/A,
Aprende LinkedIn premium career,"En este curso, se destacan los beneficios y las funcionalidades de LinkedIn y LinkedIn Premium Career para la búsqueda de empleo. Veremos cómo optimizar nuestro perfil en LinkedIn y cómo buscar empresas y hacer búsquedas de empleo de interés. También descubriremos qué información podemos conocer de cada compañía. Luego, actualizaremos nuestra cuenta de LinkedIn a LinkedIn Premium Career, para contactar con los responsables de empleo mediante InMails. Finalmente, consideraremos cómo postularnos y cómo potenciar el desarrollo con LinkedIn Learning.",Course,2026-07-30 14:04 UTC,N/A,false,N/A,
Discovering .NET Aspire,".NET Aspire is Microsoft's new stack for creating distributed .NET applications. It was officially released at the 2024 Build conference to great acclaim. Ready for the cloud, .NET Aspire tackles common challenges in developing an app and later publishing the individual components. In this course, Christian Wenz—a web pioneer, technology specialist, and entrepreneur—presents a first look at .NET Aspire and shows you how it works in action. Get an introduction to the .NET Aspire stack, consisting of tooling for Visual Studio and the .NET CLI, components for commonly used services, and an orchestration layer that makes sure that all components work well together. After completing this course, you will be able to describe the purpose of .NET Aspire, develop a new .NET Aspire app, and demonstrate how to add custom functionality.",Course,2026-06-11 15:20 UTC,N/A,false,N/A,
Python Automation and Testing,"Do you spend too much time manually testing your user interfaces? Automation is the answer. Python and Selenium offer a simple but powerful framework to script any testing. Here, instructor Bhoomika Agarwal shows how to use the combination of Selenium WebDriver and Python code to automate web UI tests. Follow along and learn how to locate elements, navigate pages, test user interactions with forms and drag-and-drop elements, and use waits to control test timing and execution. The lessons are practical and can be immediately applied to your development workflow. Take the challenges included along the way to practice your new skills.",Course,2025-12-17 20:03 UTC,N/A,false,N/A,
Gestión de proyectos con un café,"¿Necesitas dar tus primeros pasos en la gestión de proyectos? Mientras te tomas un café, estos 4 vídeos te ayudarán a comprender las claves más importantes y a dar los primeros pasos a la hora de enfrentar un proyecto y gestionarlo adecuadamente, ya sea en solitario, liderando o trabajando como parte de un equipo.<br><br>Estos cuatro vídeos corresponden a los cursos:<br><br><li><a href=""https://www.linkedin.com/learning/gestion-de-proyectos-simplificada/los-doce-pasos-de-un-proyecto"" target=""_blank"">Gestión de proyectos simplificada</a></li>
<li><a href=""https://www.linkedin.com/learning/aprende-a-trabajar-con-graficos-de-gantt/comprender-los-graficos-de-gantt-3"" target=""_blank"">Aprende a trabajar con gráficos de Gant</a></li>
<li><a href=""https://www.linkedin.com/learning/gestion-de-proyectos-resolucion-de-problemas/personas-interesadas-en-la-realizacion-del-proyecto"" target=""_blank"">Gestión de proyectos: resolución de problemas</a></li>
<li><a href=""https://www.linkedin.com/learning/fundamentos-de-la-gestion-de-proyectos-comunicacion/objetivos-de-la-gestion-de-proyectos"" target=""_blank"">Fundamentos de la gestión de proyectos: Comunicación</a></li>",Course,2021-08-17 13:57 UTC,N/A,false,N/A,
Software Architecture: From Developer to Architect,"How is a software architect different from a developer? What exactly do architects usually do, and what additional skills would you need to become one? Instructor Lee Atchison answers these questions and more as he introduces you to thinking like an architect. Whereas a developer focuses on details, an architect’s role requires letting go of the details in order to guide the process. A good architect evaluates proposed designs and methodologies and provides feedback to keep the big picture and all outside needs in mind. Lee walks you through a day in the life of the architect, which lets you see the roles that architects may fill for themselves and others. The modern architect needs to keep several principles in mind, and Lee discusses each one. He covers additional skills you need to develop to become a successful software architect, then concludes by walking you through how to discuss with your current manager your goal of becoming an architect.",Course,2021-05-03 17:33 UTC,N/A,false,N/A,
Microsoft Project for the Web: Reporting with Power BI,"Create clearer, more visually compelling project reports using Power BI, the data visualization tool included with Office. In this course, John Riopel, PMP, gives project management professionals a crash course in Power BI, explaining how it can be used to create more robust project reports. John starts with the basics, explaining the main components of Power BI and showing you how to work with tables, filter the right data using slicers, and format a basic report. Next, John covers more intermediate features of Power BI, such as using samples and content packs, working with measures, and using conditional formatting. Finally, John explains how to work with advanced features, like creating and fine-tuning dashboards in Power BI, merging datasets, and adding custom visuals to your report.",Course,2025-05-02 13:12 UTC,N/A,false,N/A,
Design Thinking: Implementar el proceso,"Comienza a implementar la metodología Design Thinking en tu organización gracias a este curso. Comprende el proceso práctico completo de Design Thinking, conoce sus cinco fases y sus  técnicas más relevantes, así como las herramientas más importantes que utiliza. ¡No te lo pierdas!",Course,2020-12-23 12:28 UTC,N/A,false,N/A,
Java SE 21 Developer (1Z0-830) Cert Prep,"<p>This comprehensive course helps you prepare to earn the Oracle Java 21 Developer certification, designated 1Z0-830. Dive into multiple programming lectures and hands-on demos that give you detailed explanations and deliver a successful plan for exam day. Plus, test your level of preparedness with simulated exam questions that give you a clear understanding of the depth and complexity of the real exam’s questions. </p>

<p>This course was created by Pearson. We are pleased to host this training in our library.</p>",Course,2026-05-27 13:36 UTC,N/A,false,N/A,
SCRUM: Anti patrones,Aprende a identificar los problemas en la metodología ágil SCRUM y descubre herramientas para detectar anti patrones y técnicas para adaptarse y comenzar a corregir el rumbo antes de que se vuelvan un problema en tu proyecto. Descubre cómo solucionar estos problemas por usar esta metodología cuando no es suficiente para gestionar tu proyecto.,Course,2021-08-11 14:54 UTC,N/A,true,N/A,
Practice Exam 4 for AWS Certified Developer - Associate (DVA-C02),"<p>This practice exam is intended to help you prepare for the <b>AWS Certified Developer - Associate (DVA-C02)</b>certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p>

<p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>

<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-1-for-aws-certified-developer-associate-dva-c02"" target=""_blank""><i>Practice Exam 1 for AWS Certified Developer - Associate (DVA-C02)</i></a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-aws-certified-developer-associate-dva-c02"" target=""_blank""><i>Practice Exam 2 for AWS Certified Developer - Associate (DVA-C02)</i></a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-aws-certified-developer-associate-dva-c02"" target=""_blank""><i>Practice Exam 3 for AWS Certified Developer - Associate (DVA-C02)</i></a></li>
</ul>

<p><b>About the certification</b>: To learn more about this certification, visit <b><a href=""https://www.aws.amazon.com/certification/certified-developer-associate/"">AWS Certified Developer - Associate (DVA-C02)</a></b>.</p>

<p><i>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</i></p>",Course,2026-06-30 11:46 UTC,N/A,false,N/A,
Building Web APIs with ASP.NET Core,"Web APIs drive the most popular web and mobile apps, as well as internet-enabled devices ranging from fridges to phones. Curious about how to build a web API of your own? In this course, instructor Christian Wenz shows you how, taking you step by step through the process of building a web API with ASP.NET Core 3.1, the open-source framework for Windows, macOS, and Linux. Christian explains how routing works and how data is modeled in ASP.NET Core. He provides coverage of Entity Framework Core to help you grasp how data models in your projects connect to underlying databases. Plus, he covers essential topics such as API versioning, CRUD operations, securing your API, and more.",Course,2021-04-16 15:01 UTC,2021-04-15 05:33 UTC,false,N/A,
Aprende a usar LinkedIn Learning (2019),"Domina LinkedIn Learning y consigue la carrera profesional que deseas. Aprende todas las habilidades clave para tu formación gracias una biblioteca con miles de cursos sobre negocio, tecnología y creatividad. Descubre las funcionalidades más importantes de la plataforma, como herramientas de búsqueda, itinerarios formativos, secciones de contenido y recomendaciones sobre temas, cómo puedes compartir lo que estás aprendiendo o, incluso, cómo mostrar los cursos que has completado en tu perfil como parte de tus logros y certificaciones.",Course,2021-04-28 15:55 UTC,N/A,false,N/A,
Agentic AI for Developers: Concepts and Application for Enterprises,"Agentic AI is at the forefront of the next wave of technological advancements in the generative AI world, transforming the way business processes are executed in the future. As agentic AI becomes more capable of performing tasks traditionally requiring human intelligence and oversight, it is crucial for data scientists and engineers to understand how these systems work and best practices to build them.
 
In this course, Kumaran Ponnambalam discusses the concepts and building blocks for agentic AI. He explores how enterprise use cases can be built with a few examples, and reviews responsible AI considerations for agentic AI.",Course,2026-07-01 12:45 UTC,N/A,false,N/A,
Jenkins Essential Training,"<p>If you want to build, deploy, and implement continuous delivery as code, you’ve likely heard about Jenkins, the popular DevOps suite known for its open-source extensibility and ease of use. Jenkins also lets you automate your entire enterprise as a software delivery pipeline. In this course, instructor Michael Jenkins shows you the fundamentals of navigating the platform so you can start automating builds and testing and securing deployments.</p><p>Learn about the core functions of Jenkins, progressing from intermediate to more advanced use cases and highlighting best practices and customization tips. Find out how to create a pipeline, integrate Jenkins with version control systems, distribute agents like Docker containers, run and publish tests, produce artifacts for review, and secure your DevOps loop by configuring users and permissions. Try out your new skills along the way in the challenges at the end of each section.</p>",Course,2025-07-10 12:46 UTC,N/A,false,N/A,
JavaScript Avanzado 1,"Aprende JavaScript, el lenguaje que rige la web, al nivel más avanzado. Conoce las versiones de JavaScript ES5 y ES6, cómo el lenguaje es ejecutado por el navegador y sus características más importantes, como el manejo de procesos confluyentes y estructuras de datos complejas. Domina, gracias a este curso, uno de los lenguajes más demandados en el sector y mejora significativamente tu valor como desarrollador o desarrolladora.",Course,2019-12-26 15:49 UTC,N/A,false,N/A,
.NET 7: Entity Framework Core Esencial,"Descubre los conceptos fundamentales de Entity Framework Core como tecnología ORM para el acceso y manipulación de datos. Este curso comienzo explicando qué es Entity Framework Core, para qué sirve, cuáles son sus principales características y cómo podemos comenzar rápidamente a construir aplicaciones que usen esta tecnología. También aprenderás cómo consultar y manipular datos, su relación con objetos de la base de datos (procedimientos almacenados, vistas, etc.), su relación con DDD y, finalmente, cómo podemos construir pruebas unitarias.",Course,2023-09-10 00:12 UTC,N/A,false,N/A,
Desarrollo ágil de software,"El enfoque ágil y su interés por la entrega y la mejora continua, la colaboración y la apertura al cambio puede ayudar a que las empresas y los equipos optimicen tanto su productividad como la calidad de sus productos. En este curso, vamos a aprender los fundamentos de ágil para desarrolladores de software, así como las razones que hacen único a este planteamiento de la gestión de proyectos dentro del mundo del software. Vamos a explorar los principios de la filosofía Agile, así como sus implementaciones, tales como Scrum y la programación extrema, y vamos a ver ejemplos prácticos que reforzarán los conceptos que te explicamos en el curso.",Course,2021-04-28 02:54 UTC,N/A,false,N/A,
Excel: PivotTables in Depth (2021),"Many Excel users aren’t sure how to use PivotTables. In this course, Excel power user Curt Frye shows you how to navigate the complexity of PivotTables while taking advantage of their power. Curt explains how to build PivotTables from single or multiple data sources, pivot and configure a PivotTable, define a default PivotTable layout, and more. He demonstrates ways to summarize your data, add calculated fields, filter your results, and format your layout to make it more readable. Curt steps you through how to sort and filter PivotTable data, format your PivotTable and, and apply conditional formats. Plus, he goes over how to create PivotCharts to visualize your data, enhance PivotTables with macros, and use the Data Model feature to build PivotTables from related tables.
<br><br> 
Note: This course was recorded in Microsoft 365. However, anyone using a recent standalone version of Excel (Excel 2021, 2019, or 2016) should be able to follow along with the course contents.",Course,2024-02-17 21:46 UTC,N/A,false,N/A,
Kubernetes: Microservices (2018),"Build scalable and reliable microservices with Kubernetes. Kubernetes is a popular DevOps tool for managing containers at scale. Microservices allow developers to deploy individual app components, enabling continuous integration and increased fault tolerance. This course teaches how these technologies combine—culminating in a real-world microservices application hosted in a Kubernetes environment. Instructor Karthik Gaekwad describes the benefits of microservices and shows how they can be implemented inside the container-based architecture paradigm. Using an existing monolithic application, he breaks down its functionality, adds Kubernetes constructs, and deploys the new services into a Kubernetes environment with Minikube. Finally, Karthik introduces tools such as Helm and Jaeger, which are used along with Kubernetes to build more resilient microservices.",Course,2021-05-12 12:39 UTC,N/A,false,N/A,
Revit 2021 esencial,"Aprende Revit, el programa de Autodesk para BIM. Profundiza en los conceptos básicos de modelado, documentación y extracción de información de un proyecto completo de edificación. Conoce la metodología BIM y qué significa trabajar en tres dimensiones, donde toda la información del proyecto está permanentemente actualizada en una maqueta virtual completa. Entiende cómo en Revit no se dibujan líneas, arcos o círculos, sino elementos constructivos concretos. Domina los planos, las mediciones de materiales o encuentra información sobre áreas y habitaciones, entre otros conceptos esenciales. Este curso está compuesto o puede incluir vídeos de otros cursos ya publicados.",Course,2021-01-30 19:53 UTC,N/A,false,N/A,
Trucos para cambiar o crear nuevos hábitos,"Consigue cambiar tus hábitos o aprender nuevos para mejorar tu día a día gracias a los trucos y conceptos clave de este curso. Aprende a sortear los obstáculos y resistencias que se presentan cuando empiezas a crear nuevas rutinas. Entiende cómo se forman los hábitos, cómo la mente subconsciente puede ser una gran aliada o una gran oponente a la hora de crearlos, y cómo llevar un registro de tus avances y estrategias.",Course,2021-09-12 13:23 UTC,N/A,false,N/A,
Learning Docker Compose: Simplified Multi-Container Application Management,"In this course, Docker Captain Pawel Piwosz shows you how Docker Compose can revolutionize your approach to container orchestration. Learn how to write and execute Compose files, connect containers in a Compose environment, and manage start-up sequences for optimized performance. Find out how to maintain persistent storage and create dedicated networks to ensure seamless container communication. Discover techniques for passing environment parameters and managing your composition environment using Docker Compose CLI. Dive into real-world scenarios that illustrate the application of these concepts, enhancing your practical skills. This course is tailored for DevOps, developers, system administrators, and IT professionals eager to master containerization techniques. This course helps you build the skills to identify strong use cases for Docker Compose and implement container orchestration effectively.",Course,2026-01-30 14:23 UTC,N/A,false,N/A,
Fundamentos de Kanban para desarrollo de software,"Kanban es un método de administración de proyectos, sencillo y elegante que ayuda a controlar y mejorar los procesos de desarrollo. En este curso, aprenderemos a gestionar un tablero de Kanban y a adaptarlo a cualquier entorno de trabajo. Conoceremos las principales herramientas y métricas, y veremos una serie de trucos y consejos para que adaptes Kanban a tu entorno actual de trabajo. Exploraremos juntos los elementos clave de Kanban y cómo ponerlo en práctica mediante ejemplos realistas que te ayudarán a sacar el máximo provecho de este enfoque único para gestionar la colaboración y la producción.",Course,2021-12-01 02:53 UTC,N/A,false,N/A,
Windows Server 2022 Essential Training,"This course covers the essentials that you need to install and administer Windows Server 2022. Instructor Robert McMillen covers the key topics like choosing your server roles, different server environments, hyper-converged infrastructure, storage options, identity and access, and virtualization. He also highlights the benefits of upgrading to Server 2022, and shows how to automate installation. If you work as a system admin, IT administrator, or are looking to get into this field, join Robert in this course to learn the essentials of Windows Server 2022.",Course,2023-10-06 20:53 UTC,N/A,false,N/A,
